#LIBRARY    INDEN-Aug2023
#REACTION   MN-55(N,G)MN-56,SIG
#NUCLEUS    Mn-55
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     6e+07
#E,eV        Sig,b        Interpolation
 1063.97     1.75558      Lin-Lin
 1065.15     1.86609      Lin-Lin
 1066.32     1.9878       Lin-Lin
 1067.5      2.12224      Lin-Lin
 1068.67     2.27122      Lin-Lin
 1069.85     2.43686      Lin-Lin
 1071.02     2.62168      Lin-Lin
 1072.2      2.82866      Lin-Lin
 1072.98     2.9807       Lin-Lin
 1073.76     3.1454       Lin-Lin
 1074.55     3.32416      Lin-Lin
 1075.56     3.58018      Lin-Lin
 1076.5      3.84345      Lin-Lin
 1077.44     4.13634      Lin-Lin
 1078.38     4.46313      Lin-Lin
 1079.01     4.70236      Lin-Lin
 1079.64     4.96084      Lin-Lin
 1080.34     5.27717      Lin-Lin
 1081.13     5.66406      Lin-Lin
 1081.91     6.09301      Lin-Lin
 1082.5      6.44573      Lin-Lin
 1083.08     6.82804      Lin-Lin
 1083.67     7.24299      Lin-Lin
 1084.26     7.69396      Lin-Lin
 1084.85     8.18469      Lin-Lin
 1085.43     8.7193       Lin-Lin
 1086.02     9.30234      Lin-Lin
 1086.61     9.93874      Lin-Lin
 1087.2      10.6338      Lin-Lin
 1087.79     11.3934      Lin-Lin
 1088.37     12.2233      Lin-Lin
 1088.96     13.1297      Lin-Lin
 1089.55     14.1187      Lin-Lin
 1090.14     15.196       Lin-Lin
 1090.72     16.3663      Lin-Lin
 1091.31     17.633       Lin-Lin
 1091.9      18.9971      Lin-Lin
 1092.49     20.4559      Lin-Lin
 1093.19     22.3203      Lin-Lin
 1094.37     25.6281      Lin-Lin
 1095.54     28.981       Lin-Lin
 1096.25     30.8666      Lin-Lin
 1096.74     32.074       Lin-Lin
 1097.24     33.1356      Lin-Lin
 1097.74     34.0144      Lin-Lin
 1098.24     34.6766      Lin-Lin
 1098.72     35.0863      Lin-Lin
 1099.12     35.2414      Lin-Lin
