#LIBRARY    INDEN-Aug2023
#REACTION   CU-63(N,G)CU-64,SIG
#NUCLEUS    Cu-63
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 479.518     0.0343308    Lin-Lin
 482.767     0.0360924    Lin-Lin
 486.007     0.0380422    Lin-Lin
 488.927     0.0399835    Lin-Lin
 491.526     0.0418842    Lin-Lin
 494.125     0.0439659    Lin-Lin
 496.724     0.0462521    Lin-Lin
 499.298     0.0487454    Lin-Lin
 501.849     0.0514692    Lin-Lin
 504.353     0.0544231    Lin-Lin
 506.808     0.0576292    Lin-Lin
 509.27      0.0611861    Lin-Lin
 511.739     0.0651666    Lin-Lin
 514.208     0.0696175    Lin-Lin
 516.059     0.0733098    Lin-Lin
 517.911     0.0773477    Lin-Lin
 519.763     0.0817756    Lin-Lin
 521.614     0.0866453    Lin-Lin
 523.497     0.0921099    Lin-Lin
 525.44      0.0983754    Lin-Lin
 527.384     0.105376     Lin-Lin
 529.351     0.11333      Lin-Lin
 530.671     0.119224     Lin-Lin
 531.99      0.125631     Lin-Lin
 533.31      0.132613     Lin-Lin
 534.592     0.140013     Lin-Lin
 535.874     0.148095     Lin-Lin
 537.157     0.156945     Lin-Lin
 538.439     0.166668     Lin-Lin
 539.623     0.176522     Lin-Lin
 540.807     0.187327     Lin-Lin
 541.991     0.199211     Lin-Lin
 543.175     0.212322     Lin-Lin
 544.454     0.228076     Lin-Lin
 545.414     0.241118     Lin-Lin
 546.374     0.255359     Lin-Lin
 547.334     0.270959     Lin-Lin
 548.293     0.288091     Lin-Lin
 549.153     0.304905     Lin-Lin
 550.013     0.323286     Lin-Lin
 550.872     0.343436     Lin-Lin
 551.732     0.36559      Lin-Lin
 552.591     0.390016     Lin-Lin
 553.321     0.412791     Lin-Lin
 554.209     0.443336     Lin-Lin
 554.874     0.468588     Lin-Lin
 555.539     0.496114     Lin-Lin
 556.205     0.526194     Lin-Lin
 556.83      0.557085     Lin-Lin
 557.436     0.589706     Lin-Lin
 558.041     0.625331     Lin-Lin
 558.646     0.664341     Lin-Lin
 559.252     0.707189     Lin-Lin
 559.827     0.75195      Lin-Lin
 560.342     0.795814     Lin-Lin
 560.858     0.843694     Lin-Lin
 561.373     0.896097     Lin-Lin
 561.888     0.95361      Lin-Lin
 562.404     1.01692      Lin-Lin
 562.826     1.07366      Lin-Lin
 563.248     1.13534      Lin-Lin
 563.67      1.20258      Lin-Lin
 564.092     1.27605      Lin-Lin
 564.514     1.35656      Lin-Lin
 564.922     1.44178      Lin-Lin
 565.322     1.53361      Lin-Lin
 565.722     1.6346       Lin-Lin
 566.121     1.74601      Lin-Lin
 566.521     1.86932      Lin-Lin
 566.926     2.00793      Lin-Lin
 567.339     2.16637      Lin-Lin
 567.615     2.28276      Lin-Lin
 567.89      2.40889      Lin-Lin
 568.166     2.54585      Lin-Lin
 568.442     2.69493      Lin-Lin
 568.717     2.85762      Lin-Lin
 568.993     3.03563      Lin-Lin
 569.302     3.2558       Lin-Lin
 569.533     3.43721      Lin-Lin
 569.765     3.63441      Lin-Lin
 569.996     3.84929      Lin-Lin
 570.228     4.08403      Lin-Lin
 570.455     4.33528      Lin-Lin
 570.681     4.61074      Lin-Lin
 570.908     4.91362      Lin-Lin
 571.134     5.24773      Lin-Lin
 571.361     5.61757      Lin-Lin
 571.582     6.01877      Lin-Lin
 571.801     6.45976      Lin-Lin
 572.02      6.95178      Lin-Lin
 572.239     7.50311      Lin-Lin
 572.385     7.9085       Lin-Lin
 572.531     8.34819      Lin-Lin
 572.67      8.80133      Lin-Lin
 572.801     9.26614      Lin-Lin
 572.932     9.76945      Lin-Lin
 573.064     10.3157      Lin-Lin
 573.195     10.9101      Lin-Lin
 573.326     11.5585      Lin-Lin
 573.458     12.2678      Lin-Lin
 573.589     13.0461      Lin-Lin
 573.728     13.9531      Lin-Lin
 573.837     14.7396      Lin-Lin
 573.947     15.5966      Lin-Lin
 574.056     16.533       Lin-Lin
 574.166     17.5593      Lin-Lin
 574.273     18.664       Lin-Lin
 574.376     19.8285      Lin-Lin
 574.479     21.1099      Lin-Lin
 574.582     22.5251      Lin-Lin
 574.684     24.0939      Lin-Lin
 574.787     25.84        Lin-Lin
 574.875     27.487       Lin-Lin
 574.963     29.3037      Lin-Lin
 575.05      31.3143      Lin-Lin
 575.138     33.5472      Lin-Lin
 575.225     36.0357      Lin-Lin
 575.313     38.8183      Lin-Lin
 575.371     40.8588      Lin-Lin
 575.43      43.0649      Lin-Lin
 575.488     45.4532      Lin-Lin
 575.546     48.0418      Lin-Lin
 575.605     50.8504      Lin-Lin
 575.663     53.9006      Lin-Lin
 575.721     57.2153      Lin-Lin
 575.78      60.8195      Lin-Lin
 575.838     64.7395      Lin-Lin
 575.897     69.0033      Lin-Lin
 575.955     73.6401      Lin-Lin
 576.013     78.6801      Lin-Lin
 576.072     84.1541      Lin-Lin
 576.13      90.0934      Lin-Lin
 576.189     96.5285      Lin-Lin
 576.259     104.947      Lin-Lin
 576.329     114.17       Lin-Lin
 576.399     124.239      Lin-Lin
 576.469     135.188      Lin-Lin
 576.539     147.038      Lin-Lin
 576.621     162.012      Lin-Lin
 576.708     179.408      Lin-Lin
 576.796     198.135      Lin-Lin
 576.883     218.067      Lin-Lin
 577         246.178      Lin-Lin
 577.321     326.862      Lin-Lin
 577.438     354.518      Lin-Lin
 577.531     374.745      Lin-Lin
 577.636     394.672      Lin-Lin
 577.706     405.913      Lin-Lin
 577.776     415.27       Lin-Lin
 577.857     423.475      Lin-Lin
 577.938     428.739      Lin-Lin
 578.011     430.853      Lin-Lin
 578.034     430.986      Lin-Lin
 578.103     429.838      Lin-Lin
 578.146     427.971      Lin-Lin
 578.232     421.653      Lin-Lin
 578.308     413.328      Lin-Lin
 578.384     402.628      Lin-Lin
 578.46      389.793      Lin-Lin
 578.565     369.021      Lin-Lin
 578.652     349.582      Lin-Lin
 578.769     321.571      Lin-Lin
 579.09      240.946      Lin-Lin
 579.207     213.139      Lin-Lin
 579.294     193.496      Lin-Lin
 579.382     175.091      Lin-Lin
 579.47      158.034      Lin-Lin
 579.54      145.401      Lin-Lin
 579.61      133.674      Lin-Lin
 579.68      122.845      Lin-Lin
 579.75      112.891      Lin-Lin
 579.82      103.775      Lin-Lin
 579.872     97.4645      Lin-Lin
